Time [s],SER,CLK,RCK
2026-01-30T14:06:06.279952625+00:00,1,0,1
2026-01-30T14:06:06.279964500+00:00,1,1,1
2026-01-30T14:06:06.279975062+00:00,1,0,1
2026-01-30T14:06:06.279986813+00:00,1,1,1
2026-01-30T14:06:06.280034125+00:00,1,0,1
2026-01-30T14:06:06.280045875+00:00,1,1,1
2026-01-30T14:06:06.280056438+00:00,1,0,1
2026-01-30T14:06:06.280068187+00:00,1,1,1
2026-01-30T14:06:06.280078750+00:00,1,0,1
2026-01-30T14:06:06.280090500+00:00,1,1,1
2026-01-30T14:06:06.280101062+00:00,1,0,1
2026-01-30T14:06:06.280112813+00:00,1,1,1
2026-01-30T14:06:06.280123312+00:00,1,0,1
2026-01-30T14:06:06.280135125+00:00,1,1,1
2026-01-30T14:06:06.280145625+00:00,1,0,1
2026-01-30T14:06:06.280147625+00:00,0,0,1
2026-01-30T14:06:06.280157313+00:00,0,1,1
2026-01-30T14:06:06.280444688+00:00,0,1,0
2026-01-30T14:06:06.280449313+00:00,0,0,0
2026-01-30T14:06:06.280461125+00:00,0,1,0
2026-01-30T14:06:06.280471625+00:00,0,0,0
2026-01-30T14:06:06.280483312+00:00,0,1,0
2026-01-30T14:06:06.280493812+00:00,0,0,0
2026-01-30T14:06:06.280505500+00:00,0,1,0
2026-01-30T14:06:06.280516000+00:00,0,0,0
2026-01-30T14:06:06.280517750+00:00,1,0,0
2026-01-30T14:06:06.280527812+00:00,1,1,0
2026-01-30T14:06:06.280538312+00:00,1,0,0
2026-01-30T14:06:06.280540313+00:00,0,0,0
2026-01-30T14:06:06.280550000+00:00,0,1,0
2026-01-30T14:06:06.280560500+00:00,0,0,0
2026-01-30T14:06:06.280562250+00:00,1,0,0
2026-01-30T14:06:06.280572250+00:00,1,1,0
2026-01-30T14:06:06.280582813+00:00,1,0,0
2026-01-30T14:06:06.280584813+00:00,0,0,0
2026-01-30T14:06:06.280631250+00:00,0,1,0
2026-01-30T14:06:06.280641750+00:00,0,0,0
2026-01-30T14:06:06.280653375+00:00,0,1,0
2026-01-30T14:06:06.281939562+00:00,0,1,1
2026-01-30T14:06:06.281946062+00:00,0,0,1
2026-01-30T14:06:06.281947937+00:00,1,0,1
2026-01-30T14:06:06.281957938+00:00,1,1,1
2026-01-30T14:06:06.282045000+00:00,1,0,1
2026-01-30T14:06:06.282056750+00:00,1,1,1
2026-01-30T14:06:06.282067313+00:00,1,0,1
2026-01-30T14:06:06.282079063+00:00,1,1,1
2026-01-30T14:06:06.282089625+00:00,1,0,1
2026-01-30T14:06:06.282101375+00:00,1,1,1
2026-01-30T14:06:06.282111938+00:00,1,0,1
2026-01-30T14:06:06.282123687+00:00,1,1,1
2026-01-30T14:06:06.282134188+00:00,1,0,1
2026-01-30T14:06:06.282146000+00:00,1,1,1
2026-01-30T14:06:06.282156500+00:00,1,0,1
2026-01-30T14:06:06.282158500+00:00,0,0,1
2026-01-30T14:06:06.282168188+00:00,0,1,1
2026-01-30T14:06:06.282178687+00:00,0,0,1
2026-01-30T14:06:06.282180437+00:00,1,0,1
2026-01-30T14:06:06.282252687+00:00,1,1,1
2026-01-30T14:06:06.282439875+00:00,1,1,0
2026-01-30T14:06:06.282444500+00:00,1,0,0
2026-01-30T14:06:06.282446625+00:00,0,0,0
2026-01-30T14:06:06.282456312+00:00,0,1,0
2026-01-30T14:06:06.282466812+00:00,0,0,0
2026-01-30T14:06:06.282468625+00:00,1,0,0
2026-01-30T14:06:06.282478625+00:00,1,1,0
2026-01-30T14:06:06.282489125+00:00,1,0,0
2026-01-30T14:06:06.282491125+00:00,0,0,0
2026-01-30T14:06:06.282500812+00:00,0,1,0
2026-01-30T14:06:06.282511313+00:00,0,0,0
2026-01-30T14:06:06.282513062+00:00,1,0,0
2026-01-30T14:06:06.282523125+00:00,1,1,0
2026-01-30T14:06:06.282533625+00:00,1,0,0
2026-01-30T14:06:06.282535625+00:00,0,0,0
2026-01-30T14:06:06.282545313+00:00,0,1,0
2026-01-30T14:06:06.282555813+00:00,0,0,0
2026-01-30T14:06:06.282567500+00:00,0,1,0
2026-01-30T14:06:06.282578000+00:00,0,0,0
2026-01-30T14:06:06.282626438+00:00,0,1,0
2026-01-30T14:06:06.282636938+00:00,0,0,0
2026-01-30T14:06:06.282648562+00:00,0,1,0
2026-01-30T14:06:06.283934062+00:00,0,1,1
2026-01-30T14:06:06.283940563+00:00,0,0,1
2026-01-30T14:06:06.283942437+00:00,1,0,1
2026-01-30T14:06:06.283952438+00:00,1,1,1
2026-01-30T14:06:06.283963000+00:00,1,0,1
2026-01-30T14:06:06.283974813+00:00,1,1,1
2026-01-30T14:06:06.284022000+00:00,1,0,1
2026-01-30T14:06:06.284033750+00:00,1,1,1
2026-01-30T14:06:06.284044313+00:00,1,0,1
2026-01-30T14:06:06.284046250+00:00,0,0,1
2026-01-30T14:06:06.284055938+00:00,0,1,1
2026-01-30T14:06:06.284066500+00:00,0,0,1
2026-01-30T14:06:06.284068250+00:00,1,0,1
2026-01-30T14:06:06.284078250+00:00,1,1,1
2026-01-30T14:06:06.284088750+00:00,1,0,1
2026-01-30T14:06:06.284100562+00:00,1,1,1
2026-01-30T14:06:06.284111062+00:00,1,0,1
2026-01-30T14:06:06.284122875+00:00,1,1,1
2026-01-30T14:06:06.284133375+00:00,1,0,1
2026-01-30T14:06:06.284145188+00:00,1,1,1
2026-01-30T14:06:06.284435250+00:00,1,1,0
2026-01-30T14:06:06.284439875+00:00,1,0,0
2026-01-30T14:06:06.284451812+00:00,1,1,0
2026-01-30T14:06:06.284462312+00:00,1,0,0
2026-01-30T14:06:06.284474125+00:00,1,1,0
2026-01-30T14:06:06.284484625+00:00,1,0,0
2026-01-30T14:06:06.284496438+00:00,1,1,0
2026-01-30T14:06:06.284506937+00:00,1,0,0
2026-01-30T14:06:06.284518688+00:00,1,1,0
2026-01-30T14:06:06.284529250+00:00,1,0,0
2026-01-30T14:06:06.284541000+00:00,1,1,0
2026-01-30T14:06:06.284551563+00:00,1,0,0
2026-01-30T14:06:06.284563312+00:00,1,1,0
2026-01-30T14:06:06.284573875+00:00,1,0,0
2026-01-30T14:06:06.284622250+00:00,1,1,0
2026-01-30T14:06:06.284632813+00:00,1,0,0
2026-01-30T14:06:06.284644563+00:00,1,1,0
2026-01-30T14:06:06.285928875+00:00,1,1,1
2026-01-30T14:06:06.285935375+00:00,1,0,1
2026-01-30T14:06:06.285947250+00:00,1,1,1
2026-01-30T14:06:06.285957813+00:00,1,0,1
2026-01-30T14:06:06.285959813+00:00,0,0,1
2026-01-30T14:06:06.285969438+00:00,0,1,1
2026-01-30T14:06:06.286016750+00:00,0,0,1
2026-01-30T14:06:06.286018500+00:00,1,0,1
2026-01-30T14:06:06.286028437+00:00,1,1,1
2026-01-30T14:06:06.286039000+00:00,1,0,1
2026-01-30T14:06:06.286050812+00:00,1,1,1
2026-01-30T14:06:06.286061313+00:00,1,0,1
2026-01-30T14:06:06.286073125+00:00,1,1,1
2026-01-30T14:06:06.286083625+00:00,1,0,1
2026-01-30T14:06:06.286095438+00:00,1,1,1
2026-01-30T14:06:06.286105937+00:00,1,0,1
2026-01-30T14:06:06.286117750+00:00,1,1,1
2026-01-30T14:06:06.286128250+00:00,1,0,1
2026-01-30T14:06:06.286140063+00:00,1,1,1
2026-01-30T14:06:06.286430625+00:00,1,1,0
2026-01-30T14:06:06.286430688+00:00,1,1,1
2026-01-30T14:06:06.286430813+00:00,1,1,0
2026-01-30T14:06:06.286435375+00:00,1,0,0
2026-01-30T14:06:06.286447312+00:00,1,1,0
2026-01-30T14:06:06.286457813+00:00,1,0,0
2026-01-30T14:06:06.286469625+00:00,1,1,0
2026-01-30T14:06:06.286480125+00:00,1,0,0
2026-01-30T14:06:06.286491937+00:00,1,1,0
2026-01-30T14:06:06.286502438+00:00,1,0,0
2026-01-30T14:06:06.286514188+00:00,1,1,0
2026-01-30T14:06:06.286524750+00:00,1,0,0
2026-01-30T14:06:06.286536563+00:00,1,1,0
2026-01-30T14:06:06.286547062+00:00,1,0,0
2026-01-30T14:06:06.286558875+00:00,1,1,0
2026-01-30T14:06:06.286569375+00:00,1,0,0
2026-01-30T14:06:06.286617813+00:00,1,1,0
2026-01-30T14:06:06.286628312+00:00,1,0,0
2026-01-30T14:06:06.286640125+00:00,1,1,0
2026-01-30T14:06:06.287923500+00:00,1,1,1
2026-01-30T14:06:06.287930000+00:00,1,0,1
2026-01-30T14:06:06.287932125+00:00,0,0,1
2026-01-30T14:06:06.287941750+00:00,0,1,1
2026-01-30T14:06:06.287952313+00:00,0,0,1
2026-01-30T14:06:06.287954062+00:00,1,0,1
2026-01-30T14:06:06.287964062+00:00,1,1,1
2026-01-30T14:06:06.288011375+00:00,1,0,1
2026-01-30T14:06:06.288023125+00:00,1,1,1
2026-01-30T14:06:06.288033688+00:00,1,0,1
2026-01-30T14:06:06.288045437+00:00,1,1,1
2026-01-30T14:06:06.288056000+00:00,1,0,1
2026-01-30T14:06:06.288067750+00:00,1,1,1
2026-01-30T14:06:06.288078312+00:00,1,0,1
2026-01-30T14:06:06.288090063+00:00,1,1,1
2026-01-30T14:06:06.288100625+00:00,1,0,1
2026-01-30T14:06:06.288112375+00:00,1,1,1
2026-01-30T14:06:06.288122937+00:00,1,0,1
2026-01-30T14:06:06.288134688+00:00,1,1,1
2026-01-30T14:06:06.288426187+00:00,1,1,0
2026-01-30T14:06:06.288430812+00:00,1,0,0
2026-01-30T14:06:06.288442750+00:00,1,1,0
2026-01-30T14:06:06.288453250+00:00,1,0,0
2026-01-30T14:06:06.288455250+00:00,0,0,0
2026-01-30T14:06:06.288464938+00:00,0,1,0
2026-01-30T14:06:06.288475438+00:00,0,0,0
2026-01-30T14:06:06.288477187+00:00,1,0,0
2026-01-30T14:06:06.288487250+00:00,1,1,0
2026-01-30T14:06:06.288497750+00:00,1,0,0
2026-01-30T14:06:06.288509562+00:00,1,1,0
2026-01-30T14:06:06.288520063+00:00,1,0,0
2026-01-30T14:06:06.288531875+00:00,1,1,0
2026-01-30T14:06:06.288542375+00:00,1,0,0
2026-01-30T14:06:06.288544375+00:00,0,0,0
2026-01-30T14:06:06.288554063+00:00,0,1,0
2026-01-30T14:06:06.288564562+00:00,0,0,0
2026-01-30T14:06:06.288566312+00:00,1,0,0
2026-01-30T14:06:06.288613250+00:00,1,1,0
2026-01-30T14:06:06.288623750+00:00,1,0,0
2026-01-30T14:06:06.288635562+00:00,1,1,0
2026-01-30T14:06:06.289918250+00:00,1,1,1
2026-01-30T14:06:06.289924750+00:00,1,0,1
2026-01-30T14:06:06.289936625+00:00,1,1,1
2026-01-30T14:06:06.289947188+00:00,1,0,1
2026-01-30T14:06:06.289958937+00:00,1,1,1
2026-01-30T14:06:06.290006250+00:00,1,0,1
2026-01-30T14:06:06.290018000+00:00,1,1,1
2026-01-30T14:06:06.290028563+00:00,1,0,1
2026-01-30T14:06:06.290040313+00:00,1,1,1
2026-01-30T14:06:06.290050875+00:00,1,0,1
2026-01-30T14:06:06.290052875+00:00,0,0,1
2026-01-30T14:06:06.290062500+00:00,0,1,1
2026-01-30T14:06:06.290073063+00:00,0,0,1
2026-01-30T14:06:06.290074812+00:00,1,0,1
2026-01-30T14:06:06.290084813+00:00,1,1,1
2026-01-30T14:06:06.290095375+00:00,1,0,1
2026-01-30T14:06:06.290107125+00:00,1,1,1
2026-01-30T14:06:06.290117688+00:00,1,0,1
2026-01-30T14:06:06.290129437+00:00,1,1,1
2026-01-30T14:06:06.290421687+00:00,1,1,0
2026-01-30T14:06:06.290426313+00:00,1,0,0
2026-01-30T14:06:06.290438187+00:00,1,1,0
2026-01-30T14:06:06.290448687+00:00,1,0,0
2026-01-30T14:06:06.290460500+00:00,1,1,0
2026-01-30T14:06:06.290471000+00:00,1,0,0
2026-01-30T14:06:06.290482813+00:00,1,1,0
2026-01-30T14:06:06.290493313+00:00,1,0,0
2026-01-30T14:06:06.290505125+00:00,1,1,0
2026-01-30T14:06:06.290555375+00:00,1,0,0
2026-01-30T14:06:06.290604062+00:00,1,1,0
2026-01-30T14:06:06.290614625+00:00,1,0,0
2026-01-30T14:06:06.290626375+00:00,1,1,0
2026-01-30T14:06:06.290636937+00:00,1,0,0
2026-01-30T14:06:06.290648687+00:00,1,1,0
2026-01-30T14:06:06.290659250+00:00,1,0,0
2026-01-30T14:06:06.290671000+00:00,1,1,0
2026-01-30T14:06:06.291912938+00:00,1,1,1
2026-01-30T14:06:06.291919375+00:00,1,0,1
2026-01-30T14:06:06.291931312+00:00,1,1,1
2026-01-30T14:06:06.291941812+00:00,1,0,1
2026-01-30T14:06:06.291953625+00:00,1,1,1
2026-01-30T14:06:06.292001000+00:00,1,0,1
2026-01-30T14:06:06.292003000+00:00,0,0,1
2026-01-30T14:06:06.292012688+00:00,0,1,1
2026-01-30T14:06:06.292023188+00:00,0,0,1
2026-01-30T14:06:06.292024937+00:00,1,0,1
2026-01-30T14:06:06.292035000+00:00,1,1,1
2026-01-30T14:06:06.292045500+00:00,1,0,1
2026-01-30T14:06:06.292057312+00:00,1,1,1
2026-01-30T14:06:06.292067812+00:00,1,0,1
2026-01-30T14:06:06.292079625+00:00,1,1,1
2026-01-30T14:06:06.292090125+00:00,1,0,1
2026-01-30T14:06:06.292101938+00:00,1,1,1
2026-01-30T14:06:06.292112438+00:00,1,0,1
2026-01-30T14:06:06.292124188+00:00,1,1,1
2026-01-30T14:06:06.292417000+00:00,1,1,0
2026-01-30T14:06:06.292421625+00:00,1,0,0
2026-01-30T14:06:06.292433563+00:00,1,1,0
2026-01-30T14:06:06.292444063+00:00,1,0,0
2026-01-30T14:06:06.292455875+00:00,1,1,0
2026-01-30T14:06:06.292466375+00:00,1,0,0
2026-01-30T14:06:06.292478187+00:00,1,1,0
2026-01-30T14:06:06.292488687+00:00,1,0,0
2026-01-30T14:06:06.292500438+00:00,1,1,0
2026-01-30T14:06:06.292511000+00:00,1,0,0
2026-01-30T14:06:06.292522750+00:00,1,1,0
2026-01-30T14:06:06.292533312+00:00,1,0,0
2026-01-30T14:06:06.292545063+00:00,1,1,0
2026-01-30T14:06:06.292555625+00:00,1,0,0
2026-01-30T14:06:06.292609500+00:00,1,1,0
2026-01-30T14:06:06.292620063+00:00,1,0,0
2026-01-30T14:06:06.292631812+00:00,1,1,0
2026-01-30T14:06:06.293068125+00:00,1,1,1
2026-01-30T14:06:06.293068188+00:00,1,1,0
2026-01-30T14:06:06.293270437+00:00,1,1,1
2026-01-30T14:06:06.293270500+00:00,1,1,0
2026-01-30T14:06:06.293290563+00:00,1,1,1
2026-01-30T14:06:06.293290625+00:00,1,1,0
2026-01-30T14:06:06.293571750+00:00,1,1,1
2026-01-30T14:06:06.293571812+00:00,1,1,0
2026-01-30T14:06:06.293811500+00:00,1,1,1
2026-01-30T14:06:06.293811562+00:00,1,1,0
2026-01-30T14:06:06.293907562+00:00,1,1,1
2026-01-30T14:06:06.293915000+00:00,1,0,1
2026-01-30T14:06:06.293926937+00:00,1,1,1
2026-01-30T14:06:06.293937500+00:00,1,0,1
2026-01-30T14:06:06.293949250+00:00,1,1,1
2026-01-30T14:06:06.293996688+00:00,1,0,1
2026-01-30T14:06:06.294008438+00:00,1,1,1
2026-01-30T14:06:06.294019000+00:00,1,0,1
2026-01-30T14:06:06.294030750+00:00,1,1,1
2026-01-30T14:06:06.294041312+00:00,1,0,1
2026-01-30T14:06:06.294053062+00:00,1,1,1
2026-01-30T14:06:06.294063625+00:00,1,0,1
2026-01-30T14:06:06.294075375+00:00,1,1,1
2026-01-30T14:06:06.294085938+00:00,1,0,1
2026-01-30T14:06:06.294097687+00:00,1,1,1
2026-01-30T14:06:06.294108250+00:00,1,0,1
2026-01-30T14:06:06.294110250+00:00,0,0,1
2026-01-30T14:06:06.294119875+00:00,0,1,1
2026-01-30T14:06:06.294412500+00:00,0,1,0
2026-01-30T14:06:06.294417125+00:00,0,0,0
2026-01-30T14:06:06.294428875+00:00,0,1,0
2026-01-30T14:06:06.294439437+00:00,0,0,0
2026-01-30T14:06:06.294451062+00:00,0,1,0
2026-01-30T14:06:06.294461625+00:00,0,0,0
2026-01-30T14:06:06.294473250+00:00,0,1,0
2026-01-30T14:06:06.294483813+00:00,0,0,0
2026-01-30T14:06:06.294485563+00:00,1,0,0
2026-01-30T14:06:06.294495563+00:00,1,1,0
2026-01-30T14:06:06.294506125+00:00,1,0,0
2026-01-30T14:06:06.294508125+00:00,0,0,0
2026-01-30T14:06:06.294517750+00:00,0,1,0
2026-01-30T14:06:06.294528313+00:00,0,0,0
2026-01-30T14:06:06.294530062+00:00,1,0,0
2026-01-30T14:06:06.294540063+00:00,1,1,0
2026-01-30T14:06:06.294550625+00:00,1,0,0
2026-01-30T14:06:06.294552625+00:00,0,0,0
2026-01-30T14:06:06.294599062+00:00,0,1,0
2026-01-30T14:06:06.294609562+00:00,0,0,0
2026-01-30T14:06:06.294621250+00:00,0,1,0
2026-01-30T14:06:06.295902312+00:00,0,1,1
2026-01-30T14:06:06.295908813+00:00,0,0,1
2026-01-30T14:06:06.295910688+00:00,1,0,1
2026-01-30T14:06:06.295920688+00:00,1,1,1
2026-01-30T14:06:06.295931250+00:00,1,0,1
2026-01-30T14:06:06.295943000+00:00,1,1,1
2026-01-30T14:06:06.295953563+00:00,1,0,1
2026-01-30T14:06:06.296002062+00:00,1,1,1
2026-01-30T14:06:06.296012625+00:00,1,0,1
2026-01-30T14:06:06.296024375+00:00,1,1,1
2026-01-30T14:06:06.296034938+00:00,1,0,1
2026-01-30T14:06:06.296046688+00:00,1,1,1
2026-01-30T14:06:06.296057250+00:00,1,0,1
2026-01-30T14:06:06.296069000+00:00,1,1,1
2026-01-30T14:06:06.296079562+00:00,1,0,1
2026-01-30T14:06:06.296081563+00:00,0,0,1
2026-01-30T14:06:06.296091188+00:00,0,1,1
2026-01-30T14:06:06.296101750+00:00,0,0,1
2026-01-30T14:06:06.296103500+00:00,1,0,1
2026-01-30T14:06:06.296113500+00:00,1,1,1
2026-01-30T14:06:06.296407937+00:00,1,1,0
2026-01-30T14:06:06.296412563+00:00,1,0,0
2026-01-30T14:06:06.296414688+00:00,0,0,0
2026-01-30T14:06:06.296424375+00:00,0,1,0
2026-01-30T14:06:06.296434875+00:00,0,0,0
2026-01-30T14:06:06.296436625+00:00,1,0,0
2026-01-30T14:06:06.296446687+00:00,1,1,0
2026-01-30T14:06:06.296457187+00:00,1,0,0
2026-01-30T14:06:06.296459188+00:00,0,0,0
2026-01-30T14:06:06.296468875+00:00,0,1,0
2026-01-30T14:06:06.296479375+00:00,0,0,0
2026-01-30T14:06:06.296481125+00:00,1,0,0
2026-01-30T14:06:06.296491187+00:00,1,1,0
2026-01-30T14:06:06.296501688+00:00,1,0,0
2026-01-30T14:06:06.296503688+00:00,0,0,0
2026-01-30T14:06:06.296513375+00:00,0,1,0
2026-01-30T14:06:06.296523875+00:00,0,0,0
2026-01-30T14:06:06.296535562+00:00,0,1,0
2026-01-30T14:06:06.296546062+00:00,0,0,0
2026-01-30T14:06:06.296594500+00:00,0,1,0
2026-01-30T14:06:06.296605000+00:00,0,0,0
2026-01-30T14:06:06.296616687+00:00,0,1,0
2026-01-30T14:06:06.297897125+00:00,0,1,1
2026-01-30T14:06:06.297903625+00:00,0,0,1
2026-01-30T14:06:06.297905500+00:00,1,0,1
2026-01-30T14:06:06.297915562+00:00,1,1,1
2026-01-30T14:06:06.297926063+00:00,1,0,1
2026-01-30T14:06:06.297937812+00:00,1,1,1
2026-01-30T14:06:06.297948375+00:00,1,0,1
2026-01-30T14:06:06.297997063+00:00,1,1,1
2026-01-30T14:06:06.298007563+00:00,1,0,1
2026-01-30T14:06:06.298009563+00:00,0,0,1
2026-01-30T14:06:06.298019250+00:00,0,1,1
2026-01-30T14:06:06.298029750+00:00,0,0,1
2026-01-30T14:06:06.298031500+00:00,1,0,1
2026-01-30T14:06:06.298041562+00:00,1,1,1
2026-01-30T14:06:06.298052063+00:00,1,0,1
2026-01-30T14:06:06.298063875+00:00,1,1,1
2026-01-30T14:06:06.298074375+00:00,1,0,1
2026-01-30T14:06:06.298086125+00:00,1,1,1
2026-01-30T14:06:06.298096688+00:00,1,0,1
2026-01-30T14:06:06.298108437+00:00,1,1,1
2026-01-30T14:06:06.298403500+00:00,1,1,0
2026-01-30T14:06:06.298408187+00:00,1,0,0
2026-01-30T14:06:06.298420063+00:00,1,1,0
2026-01-30T14:06:06.298430562+00:00,1,0,0
2026-01-30T14:06:06.298442375+00:00,1,1,0
2026-01-30T14:06:06.298452875+00:00,1,0,0
2026-01-30T14:06:06.298464687+00:00,1,1,0
2026-01-30T14:06:06.298475188+00:00,1,0,0
2026-01-30T14:06:06.298487000+00:00,1,1,0
2026-01-30T14:06:06.298497500+00:00,1,0,0
2026-01-30T14:06:06.298509312+00:00,1,1,0
2026-01-30T14:06:06.298519812+00:00,1,0,0
2026-01-30T14:06:06.298531625+00:00,1,1,0
2026-01-30T14:06:06.298542125+00:00,1,0,0
2026-01-30T14:06:06.298590563+00:00,1,1,0
2026-01-30T14:06:06.298601125+00:00,1,0,0
2026-01-30T14:06:06.298612875+00:00,1,1,0
2026-01-30T14:06:06.299891875+00:00,1,1,1
2026-01-30T14:06:06.299898375+00:00,1,0,1
2026-01-30T14:06:06.299910250+00:00,1,1,1
2026-01-30T14:06:06.299920812+00:00,1,0,1
2026-01-30T14:06:06.299922750+00:00,0,0,1
2026-01-30T14:06:06.299932437+00:00,0,1,1
2026-01-30T14:06:06.299943000+00:00,0,0,1
2026-01-30T14:06:06.299944750+00:00,1,0,1
2026-01-30T14:06:06.299991500+00:00,1,1,1
2026-01-30T14:06:06.300002062+00:00,1,0,1
2026-01-30T14:06:06.300013875+00:00,1,1,1
2026-01-30T14:06:06.300024375+00:00,1,0,1
2026-01-30T14:06:06.300036187+00:00,1,1,1
2026-01-30T14:06:06.300046688+00:00,1,0,1
2026-01-30T14:06:06.300058500+00:00,1,1,1
2026-01-30T14:06:06.300069000+00:00,1,0,1
2026-01-30T14:06:06.300080750+00:00,1,1,1
2026-01-30T14:06:06.300091313+00:00,1,0,1
2026-01-30T14:06:06.300103062+00:00,1,1,1
2026-01-30T14:06:06.300399063+00:00,1,1,0
2026-01-30T14:06:06.300403688+00:00,1,0,0
2026-01-30T14:06:06.300415625+00:00,1,1,0
2026-01-30T14:06:06.300426125+00:00,1,0,0
2026-01-30T14:06:06.300437938+00:00,1,1,0
2026-01-30T14:06:06.300448437+00:00,1,0,0
2026-01-30T14:06:06.300460250+00:00,1,1,0
2026-01-30T14:06:06.300470750+00:00,1,0,0
2026-01-30T14:06:06.300482563+00:00,1,1,0
2026-01-30T14:06:06.300493063+00:00,1,0,0
2026-01-30T14:06:06.300504875+00:00,1,1,0
2026-01-30T14:06:06.300515375+00:00,1,0,0
2026-01-30T14:06:06.300527187+00:00,1,1,0
2026-01-30T14:06:06.300537687+00:00,1,0,0
2026-01-30T14:06:06.300586125+00:00,1,1,0
2026-01-30T14:06:06.300596688+00:00,1,0,0
2026-01-30T14:06:06.300608438+00:00,1,1,0
2026-01-30T14:06:06.301093875+00:00,1,1,1
2026-01-30T14:06:06.301093937+00:00,1,1,0
2026-01-30T14:06:06.301374687+00:00,1,1,1
2026-01-30T14:06:06.301374750+00:00,1,1,0
2026-01-30T14:06:06.301576750+00:00,1,1,1
2026-01-30T14:06:06.301576813+00:00,1,1,0
2026-01-30T14:06:06.301886687+00:00,1,1,1
2026-01-30T14:06:06.301893188+00:00,1,0,1
2026-01-30T14:06:06.301895312+00:00,0,0,1
2026-01-30T14:06:06.301904937+00:00,0,1,1
2026-01-30T14:06:06.301915500+00:00,0,0,1
2026-01-30T14:06:06.301917250+00:00,1,0,1
2026-01-30T14:06:06.301927250+00:00,1,1,1
2026-01-30T14:06:06.301937812+00:00,1,0,1
2026-01-30T14:06:06.301986375+00:00,1,1,1
2026-01-30T14:06:06.301996875+00:00,1,0,1
2026-01-30T14:06:06.302008687+00:00,1,1,1
2026-01-30T14:06:06.302019188+00:00,1,0,1
2026-01-30T14:06:06.302031000+00:00,1,1,1
2026-01-30T14:06:06.302041500+00:00,1,0,1
2026-01-30T14:06:06.302053313+00:00,1,1,1
2026-01-30T14:06:06.302063812+00:00,1,0,1
2026-01-30T14:06:06.302075625+00:00,1,1,1
2026-01-30T14:06:06.302086188+00:00,1,0,1
2026-01-30T14:06:06.302097937+00:00,1,1,1
2026-01-30T14:06:06.302394563+00:00,1,1,0
2026-01-30T14:06:06.302399187+00:00,1,0,0
2026-01-30T14:06:06.302411063+00:00,1,1,0
2026-01-30T14:06:06.302421625+00:00,1,0,0
2026-01-30T14:06:06.302423625+00:00,0,0,0
2026-01-30T14:06:06.302433250+00:00,0,1,0
2026-01-30T14:06:06.302443813+00:00,0,0,0
2026-01-30T14:06:06.302445562+00:00,1,0,0
2026-01-30T14:06:06.302455563+00:00,1,1,0
2026-01-30T14:06:06.302466125+00:00,1,0,0
2026-01-30T14:06:06.302477875+00:00,1,1,0
2026-01-30T14:06:06.302488437+00:00,1,0,0
2026-01-30T14:06:06.302500187+00:00,1,1,0
2026-01-30T14:06:06.302510750+00:00,1,0,0
2026-01-30T14:06:06.302512750+00:00,0,0,0
2026-01-30T14:06:06.302522375+00:00,0,1,0
2026-01-30T14:06:06.302532938+00:00,0,0,0
2026-01-30T14:06:06.302534687+00:00,1,0,0
2026-01-30T14:06:06.302581562+00:00,1,1,0
2026-01-30T14:06:06.302592125+00:00,1,0,0
2026-01-30T14:06:06.302603875+00:00,1,1,0
2026-01-30T14:06:06.303047875+00:00,1,1,1
2026-01-30T14:06:06.303047938+00:00,1,1,0
2026-01-30T14:06:06.303881312+00:00,1,1,1
2026-01-30T14:06:06.303887813+00:00,1,0,1
2026-01-30T14:06:06.303899688+00:00,1,1,1
2026-01-30T14:06:06.303910250+00:00,1,0,1
2026-01-30T14:06:06.303922000+00:00,1,1,1
2026-01-30T14:06:06.303932563+00:00,1,0,1
2026-01-30T14:06:06.303980937+00:00,1,1,1
2026-01-30T14:06:06.303991500+00:00,1,0,1
2026-01-30T14:06:06.304003250+00:00,1,1,1
2026-01-30T14:06:06.304013813+00:00,1,0,1
2026-01-30T14:06:06.304015750+00:00,0,0,1
2026-01-30T14:06:06.304025437+00:00,0,1,1
2026-01-30T14:06:06.304036000+00:00,0,0,1
2026-01-30T14:06:06.304037750+00:00,1,0,1
2026-01-30T14:06:06.304047750+00:00,1,1,1
2026-01-30T14:06:06.304058250+00:00,1,0,1
2026-01-30T14:06:06.304070062+00:00,1,1,1
2026-01-30T14:06:06.304080563+00:00,1,0,1
2026-01-30T14:06:06.304092375+00:00,1,1,1
2026-01-30T14:06:06.304389875+00:00,1,1,0
2026-01-30T14:06:06.304394500+00:00,1,0,0
2026-01-30T14:06:06.304406437+00:00,1,1,0
2026-01-30T14:06:06.304416937+00:00,1,0,0
2026-01-30T14:06:06.304428750+00:00,1,1,0
2026-01-30T14:06:06.304439250+00:00,1,0,0
2026-01-30T14:06:06.304451063+00:00,1,1,0
2026-01-30T14:06:06.304461563+00:00,1,0,0
2026-01-30T14:06:06.304473375+00:00,1,1,0
2026-01-30T14:06:06.304483875+00:00,1,0,0
2026-01-30T14:06:06.304495625+00:00,1,1,0
2026-01-30T14:06:06.304506187+00:00,1,0,0
2026-01-30T14:06:06.304518000+00:00,1,1,0
2026-01-30T14:06:06.304528500+00:00,1,0,0
2026-01-30T14:06:06.304576938+00:00,1,1,0
2026-01-30T14:06:06.304587437+00:00,1,0,0
2026-01-30T14:06:06.304599188+00:00,1,1,0
2026-01-30T14:06:06.305875875+00:00,1,1,1
2026-01-30T14:06:06.305882375+00:00,1,0,1
